	i	j	t
52032	193	240	158
52033	35	269	4889
52034	101	111	6362
52035	20	55	6446
52036	313	314	6986
52037	108	201	3483
52038	305	325	595
52039	321	325	351
52040	293	325	4500
52041	14	260	2878
52042	15	210	478
52043	290	304	6469
52044	292	310	2026
52045	121	203	2795
52046	22	250	4138
52047	308	310	3666
52048	41	131	868
52049	49	131	6669
52050	297	298	5469
52051	31	167	3390
52052	127	264	1842
52053	300	301	5080
52054	36	180	7229
52055	100	137	6543
52056	2	264	706
52057	139	178	3833
52058	165	254	2586
52059	193	240	1081
52060	35	269	4091
52061	6	74	4277
52062	110	115	42
52063	101	111	2554
52064	7	251	5429
52065	20	55	828
52066	313	314	2016
52067	12	13	691
52068	108	201	1453
52069	321	325	5577
52070	14	260	6482
52071	146	207	571
52072	15	210	5899
52073	290	304	2015
52074	292	310	5469
52075	67	236	3266
52076	121	203	2881
52077	228	249	2195
52078	308	310	1792
52079	25	73	1281
52080	297	298	5576
52081	31	167	1375
52082	127	264	6033
52083	300	301	4323
52084	41	131	2268
52085	317	318	808
52086	2	264	371
52087	139	178	2457
52088	165	254	3489
52089	301	320	6399
52090	193	240	923
52091	21	241	4193
52092	108	201	313
52093	101	111	4597
52094	121	203	5537
52095	20	55	3380
52096	313	314	314
52097	321	325	4147
52098	293	325	213
52099	14	260	2735
52100	290	304	579
52101	292	310	6380
52102	67	236	1730
52103	228	249	3200
52104	308	310	212
52105	72	98	4611
52106	297	298	2366
52107	31	167	4343
52108	127	264	5463
52109	300	301	4165
52110	49	131	923
52111	100	137	6281
52112	2	53	2578
52113	2	264	5728
52114	313	314	7179
52115	301	320	1476
52116	193	240	2071
52117	108	201	4153
52118	110	115	1819
52119	101	111	4738
52120	20	55	6607
52121	99	116	5645
52122	40	274	6627
52123	305	325	3425
52124	293	325	6214
52125	14	260	2658
52126	21	60	2168
52127	290	304	907
52128	291	304	3442
52129	292	310	4518
52130	67	236	3208
52131	121	203	4766
52132	293	305	164
52133	308	310	1843
52134	25	73	439
52135	72	98	3047
52136	297	298	5154
52137	31	167	1629
52138	100	137	1435
52139	127	264	1449
52140	300	301	396
52141	129	135	2425
52142	49	131	1269
52143	2	264	760
52144	313	314	469
52145	62	79	4967
52146	193	240	3253
52147	108	201	3889
52148	101	111	330
52149	20	55	1767
52150	138	284	980
52151	321	325	2624
52152	305	325	4915
52153	14	260	1848
52154	290	304	1277
52155	292	310	2015
52156	67	236	2823
52157	293	305	2731
52158	308	310	6698
52159	25	73	4882
52160	297	298	2055
52161	31	167	4729
52162	127	264	761
52163	300	301	644
52164	129	135	2922
52165	100	137	346
52166	2	264	3750
52167	313	314	5482
52168	165	254	2874
52169	193	240	4448
52170	218	240	1681
52171	110	115	2892
52172	101	111	2719
52173	191	205	1655
52174	100	137	2949
52175	20	55	4352
52176	305	325	941
52177	321	325	3236
52178	293	325	1934
52179	14	260	4548
52180	290	304	3737
52181	292	310	3054
52182	67	236	1374
52183	293	305	4580
52184	228	249	3356
52185	70	81	3421
52186	297	298	4545
52187	108	201	1235
52188	126	236	39
52189	127	264	3605
52190	31	167	2797
52191	300	301	464
52192	129	135	3775
52193	308	310	1453
52194	2	264	1356
52195	313	314	5867
52196	301	320	2702
52197	62	79	570
52198	193	240	5360
52199	218	240	1482
52200	6	74	2399
52201	52	176	2927
52202	111	135	6197
52203	101	111	37
52204	127	264	3609
52205	108	201	593
52206	321	325	4646
52207	305	325	4721
52208	14	260	194
52209	290	304	2913
52210	293	305	4668
52211	67	236	1765
52212	292	310	961
52213	228	249	2100
52214	308	310	250
52215	296	317	578
52216	297	298	3364
52217	31	167	627
52218	300	301	314
52219	129	135	1779
52220	174	287	4850
52221	100	137	4297
52222	2	264	455
52223	139	178	3896
52224	301	320	1525
52225	300	301	2277
52226	193	240	2361
52227	218	240	768
52228	35	269	3399
52229	52	176	3448
52230	111	135	6157
52231	20	55	1029
52232	313	314	2805
52233	230	256	1490
52234	305	325	4536
52235	15	210	2467
52236	290	304	6448
52237	292	310	5071
52238	67	236	2662
52239	293	305	3577
52240	228	249	3931
52241	308	310	1003
52242	296	317	4673
52243	297	298	2785
52244	108	201	3962
52245	31	167	3082
52246	127	264	449
52247	129	135	6558
52248	98	132	5846
52249	100	137	6684
52250	23	103	2816
52251	2	264	1295
52252	139	178	1280
52253	301	320	2895
52254	193	240	5878
52255	35	269	6975
52256	52	176	4931
52257	49	131	4823
52258	20	55	3926
52259	313	314	6106
52260	230	256	788
52261	290	304	4829
52262	304	321	4821
52263	19	253	1150
52264	292	308	231
52265	67	236	5233
52266	127	264	151
52267	308	310	3197
52268	99	228	2292
52269	108	201	6574
52270	31	167	377
52271	300	301	1108
52272	42	64	1331
52273	129	135	3134
52274	100	137	5847
52275	23	103	596
52276	2	264	6892
52277	313	314	3044
52278	32	140	5566
52279	301	320	6619
52280	98	132	2834
52281	193	240	2777
52282	108	201	995
52283	52	176	4313
52284	101	111	1776
52285	55	257	3289
52286	20	55	3297
52287	42	64	1622
52288	12	75	6507
52289	230	256	3432
52290	290	304	5542
52291	19	253	5622
52292	66	76	7059
52293	25	66	2592
52294	67	236	1238
52295	296	317	5517
52296	72	98	6321
52297	297	298	2976
52298	31	167	485
52299	300	301	1532
52300	99	228	2752
52301	34	289	1796
52302	129	135	2520
52303	98	179	5851
52304	2	264	4038
52305	139	178	6683
52306	301	320	1898
52307	300	301	2920
52308	193	240	6816
52309	108	201	587
52310	52	176	581
52311	20	55	2129
52312	12	75	6708
52313	230	256	994
52314	14	260	3657
52315	290	304	6025
52316	66	76	1699
52317	292	308	3464
52318	67	236	3691
52319	121	203	1534
52320	308	310	2336
52321	296	317	4309
52322	72	98	2129
52323	297	298	4473
52324	31	167	3062
52325	99	228	4154
52326	34	289	1655
52327	129	135	5603
52328	98	132	6213
52329	100	137	2744
52330	2	264	1074
52331	139	178	2405
52332	301	320	1813
52333	108	201	2896
52334	20	55	600
52335	313	314	2664
52336	291	299	1177
52337	230	256	385
52338	321	325	4530
52339	14	260	3283
52340	15	210	2901
52341	290	304	4486
52342	67	236	1406
52343	121	203	6631
52344	99	228	1330
52345	297	298	639
52346	31	167	6182
52347	300	301	5046
52348	129	135	851
52349	100	137	6989
52350	46	101	633
52351	50	158	4311
52352	2	264	677
52353	139	178	3132
52354	301	320	4977
52355	4	162	5571
52356	228	249	3997
52357	99	228	6997
52358	101	111	4250
52359	55	257	2857
52360	313	314	5931
52361	12	75	7014
52362	230	256	6087
52363	321	325	1621
52364	14	260	6015
52365	15	210	1922
52366	21	60	582
52367	290	304	6357
52368	19	253	4432
52369	291	299	5706
52370	25	66	3845
52371	67	236	4638
52372	121	203	5876
52373	308	310	820
52374	25	73	5570
52375	296	317	784
52376	297	298	3337
52377	108	201	4747
52378	46	101	4372
52379	127	264	6047
52380	31	167	2031
52381	300	301	2897
52382	49	131	2100
52383	129	135	7209
52384	317	318	2033
52385	100	137	2041
52386	2	264	5169
52387	139	178	2299
52388	105	179	33
52389	218	240	4838
52390	108	201	6482
52391	52	176	417
52392	49	131	2044
52393	55	257	3284
52394	313	314	1466
52395	12	75	58
52396	321	325	778
52397	15	210	1806
52398	21	60	5017
52399	290	304	3650
52400	67	236	1481
52401	228	249	1990
52402	308	310	4985
52403	25	73	2216
52404	296	317	5824
52405	297	298	4521
52406	31	167	3633
52407	127	264	5997
52408	300	301	824
52409	99	228	6304
52410	129	135	4732
52411	41	131	6688
52412	98	132	3105
52413	100	137	26
52414	2	264	4422
52415	139	178	1441
52416	4	162	2897
52417	21	241	221
52418	108	201	1087
52419	6	74	4702
52420	52	176	3441
52421	49	131	4029
52422	191	205	6509
52423	55	257	6
52424	12	75	4759
52425	321	325	4262
52426	21	60	3250
52427	290	304	4378
52428	291	299	6126
52429	67	236	6996
52430	21	76	6956
52431	228	249	26
52432	155	211	204
52433	297	298	29
52434	77	267	1242
52435	127	264	1361
52436	31	167	1992
52437	300	301	4375
52438	129	135	4646
52439	41	131	5465
52440	100	137	6080
52441	2	264	5910
52442	139	178	4379
52443	301	320	2503
52444	4	159	6504
52445	228	249	7041
52446	52	176	218
52447	133	138	6583
52448	191	205	883
52449	55	257	6547
52450	321	325	2215
52451	21	60	5946
52452	290	304	5553
52453	304	305	6429
52454	67	236	931
52455	308	310	420
52456	296	317	350
52457	297	298	423
52458	108	201	3513
52459	31	167	6153
52460	300	301	6462
52461	41	131	1791
52462	49	131	5046
52463	129	135	1255
52464	8	171	2584
52465	100	137	5803
52466	27	50	3587
52467	2	264	1030
52468	139	178	3574
52469	105	179	1830
52470	108	201	951
52471	52	176	6181
52472	49	131	483
52473	191	205	3446
52474	20	55	1350
52475	313	314	2775
52476	12	75	1003
52477	321	325	2064
52478	304	325	2733
52479	290	304	765
52480	25	66	5453
52481	4	159	1539
52482	228	249	2700
52483	25	73	2645
52484	296	317	5437
52485	297	298	6826
52486	126	236	6586
52487	31	167	6700
52488	300	301	3810
52489	34	289	5595
52490	129	135	5030
52491	41	131	2550
52492	100	137	6885
52493	2	53	5567
52494	2	264	4406
52495	139	178	4724
52496	301	320	6099
52497	4	159	336
52498	108	201	4289
52499	53	264	5466
52500	191	205	4241
52501	20	55	2723
52502	313	314	6448
52503	40	274	4557
52504	12	75	5556
52505	304	325	4510
52506	321	325	4996
52507	305	325	6109
52508	21	60	6681
52509	290	304	4206
52510	304	321	4205
52511	25	66	5763
52512	293	305	4670
52513	228	249	1060
52514	297	298	3213
52515	31	167	3340
52516	100	137	1533
52517	300	301	7140
52518	129	135	160
52519	41	131	5375
52520	49	131	2049
52521	46	101	5794
52522	23	103	6617
52523	2	53	3541
52524	2	264	1281
52525	139	178	2083
52526	301	320	562
52527	228	249	1920
52528	210	220	41
52529	191	205	283
52530	20	55	4936
52531	313	314	3187
52532	138	152	2372
52533	133	138	2001
52534	305	325	7141
52535	304	325	2856
52536	21	60	2779
52537	290	304	6135
52538	67	236	7208
52539	296	317	7117
52540	297	298	6883
52541	108	201	2465
52542	31	167	7237
52543	100	137	1073
52544	300	301	1953
52545	129	135	246
52546	36	180	5881
52547	49	131	4744
52548	46	101	5157
52549	23	103	6355
52550	49	131	1487
52551	139	178	5550
52552	165	254	3445
52553	301	320	5472
52554	300	301	6680
52555	108	201	4904
52556	210	220	1557
52557	191	205	403
52558	40	274	1406
52559	21	60	2300
52560	290	304	2124
52561	291	299	6593
52562	66	76	1862
52563	292	308	1274
52564	67	236	1985
52565	154	184	6336
52566	308	310	7087
52567	297	298	2793
52568	126	236	5630
52569	31	167	5771
52570	129	135	2777
52571	36	180	2442
52572	100	137	3485
52573	44	46	5787
52574	46	101	6159
52575	139	178	4853
52576	23	103	4526
52577	2	53	21
52578	2	264	6197
52579	44	50	2722
52580	50	158	6123
52581	165	254	4773
52582	193	240	6200
52583	108	201	6336
52584	210	220	1173
52585	191	205	1251
52586	100	137	2327
52587	20	55	4249
52588	313	314	5611
52589	321	325	34
52590	21	60	3978
52591	62	79	1308
52592	66	76	48
52593	293	305	5413
52594	67	236	962
52595	154	184	751
52596	308	310	4416
52597	296	317	6344
52598	297	298	56
52599	126	236	4224
52600	31	167	572
52601	300	301	5472
52602	129	135	6058
52603	36	180	5045
52604	49	131	2535
52605	44	46	52
52606	23	103	6162
52607	2	53	4783
52608	2	264	6983
52609	139	178	1801
52610	290	304	6088
52611	218	240	6892
52612	21	241	2387
52613	6	74	4764
52614	108	201	4692
52615	50	158	116
52616	35	269	7096
52617	40	274	4013
52618	305	325	3081
52619	21	60	5234
52620	62	79	3191
52621	66	76	2923
52622	154	184	6468
52623	228	249	674
52624	43	132	5454
52625	308	310	997
52626	44	76	1985
52627	297	298	3079
52628	77	267	2832
52629	127	264	139
52630	31	167	413
52631	300	301	6172
52632	129	135	1286
52633	126	236	2651
52634	49	131	653
52635	296	317	5818
52636	317	318	4708
52637	100	137	2953
52638	44	46	2203
52639	46	101	787
52640	2	264	4174
52641	139	178	935
52642	301	320	6145
52643	290	304	1525
52644	193	240	6113
52645	218	240	83
52646	21	241	1953
52647	6	74	217
52648	210	220	1845
52649	133	138	562
52650	20	55	3003
52651	50	158	5606
52652	40	274	7102
52653	108	201	4845
52654	21	60	130
52655	62	79	5758
52656	66	76	7005
52657	121	203	246
52658	308	310	3476
52659	296	317	3617
52660	126	236	5870
52661	297	298	6813
52662	100	137	764
52663	127	264	6201
52664	31	167	6255
52665	300	301	1422
52666	99	228	1793
52667	129	135	3094
52668	36	93	2750
52669	49	131	2166
52670	44	46	2269
52671	2	264	7093
52672	44	50	3632
52673	139	178	981
52674	193	240	4499
52675	218	240	1085
52676	35	269	5906
52677	110	115	2961
52678	133	138	4786
52679	108	201	2869
52680	321	325	3151
52681	290	304	1711
52682	66	76	1922
52683	292	308	6669
52684	121	203	3431
52685	228	249	2828
52686	88	175	765
52687	308	310	6885
52688	296	317	2934
52689	297	298	413
52690	31	167	4012
52691	127	264	1658
52692	300	301	3297
52693	99	228	2885
52694	129	135	6285
52695	126	236	2791
52696	44	46	6123
52697	46	101	3015
52698	139	178	3473
52699	133	138	1517
52700	50	158	2943
52701	105	179	2585
52702	218	240	1328
52703	191	205	1114
52704	210	220	3290
52705	110	115	3366
52706	313	314	1360
52707	108	201	6910
52708	290	304	2742
52709	62	79	1284
52710	66	76	2386
52711	292	308	3100
52712	292	310	3270
52713	121	203	5445
52714	228	249	3079
52715	29	217	5517
52716	308	310	6122
52717	99	228	1314
52718	297	298	3267
52719	31	167	4841
52720	127	264	3221
52721	300	301	6342
52722	44	46	4518
52723	41	131	2912
52724	88	175	3107
52725	100	137	6389
52726	23	103	6617
52727	133	138	636
52728	44	50	626
52729	50	111	4991
52730	50	158	132
52731	4	159	4259
52732	218	240	2768
52733	110	115	2834
52734	191	205	2933
52735	122	245	1982
52736	139	178	17
52737	40	274	5200
52738	108	201	6345
52739	321	325	1931
52740	15	210	1757
52741	290	304	5333
52742	66	76	3429
52743	292	310	6331
52744	105	179	2397
52745	121	203	1194
52746	228	249	318
52747	308	310	1604
52748	99	228	5254
52749	297	298	3215
52750	31	167	1819
52751	127	264	6228
52752	300	301	663
52753	129	135	6680
52754	88	175	6312
52755	46	101	1580
52756	2	264	6159
52757	44	50	6516
52758	105	179	1820
52759	139	178	519
52760	108	201	4100
52761	6	16	4499
52762	210	220	645
52763	133	138	650
52764	191	205	2088
52765	313	314	2865
52766	321	325	6071
52767	14	260	3570
52768	290	304	1486
52769	88	175	3176
52770	66	76	2889
52771	67	236	4138
52772	121	203	4352
52773	296	317	948
52774	297	298	5235
52775	126	236	751
52776	31	167	517
52777	300	301	57
52778	129	135	1632
52779	44	46	4607
52780	2	53	4869
52781	2	264	7054
52782	139	178	2059
52783	165	254	4584
52784	301	320	1609
52785	4	159	4321
52786	35	269	4344
52787	133	138	3162
52788	313	314	1770
52789	93	144	6708
52790	40	274	6539
52791	108	201	5574
52792	15	210	5679
52793	290	304	4523
52794	62	79	1517
52795	66	76	6260
52796	292	310	4552
52797	98	132	1631
52798	308	310	1155
52799	99	228	4161
52800	126	236	4529
52801	31	167	173
52802	300	301	4983
52803	88	175	6300
52804	100	137	6670
52805	46	101	4035
52806	133	138	1273
52807	139	178	4782
52808	165	254	338
52809	300	301	923
52810	35	269	1494
52811	2	53	3634
52812	2	264	4358
52813	191	205	5674
52814	313	314	570
52815	15	210	6171
52816	21	60	6401
52817	290	304	4016
52818	66	76	337
52819	292	310	213
52820	98	132	999
52821	308	310	6297
52822	296	317	6404
52823	101	111	5095
52824	297	298	54
52825	108	201	1381
52826	31	167	229
52827	126	236	1814
52828	129	135	4652
52829	41	131	1146
52830	100	137	2930
52831	2	53	1248
52832	2	264	389
52833	139	178	6265
52834	301	320	1205
52835	62	79	5832
52836	35	269	6103
52837	210	220	810
52838	101	111	928
52839	191	205	174
52840	108	201	2585
52841	290	304	27
52842	66	76	1765
52843	292	310	5028
52844	138	152	3989
52845	228	249	2433
52846	99	228	2760
52847	297	298	237
52848	31	167	1960
52849	300	301	2903
52850	129	135	6989
52851	41	131	6290
52852	88	175	2201
52853	133	138	2525
52854	100	137	6460
52855	46	101	6690
52856	133	138	2144
52857	139	178	3470
52858	165	254	3889
52859	40	254	159
52860	62	79	4977
52861	35	269	4798
52862	101	111	1542
52863	7	251	4781
52864	191	205	1294
52865	20	55	395
52866	50	158	6087
52867	40	274	7200
52868	321	325	5944
52869	290	304	4049
52870	292	310	1357
52871	228	249	2435
52872	308	310	3282
52873	297	298	202
52874	31	167	1482
52875	300	301	5264
52876	129	135	5526
52877	2	264	4018
52878	41	131	6606
52879	100	137	3489
52880	50	158	4964
52881	2	264	6919
52882	139	178	770
52883	165	254	4383
52884	40	254	3856
52885	301	320	6411
52886	62	79	2586
52887	35	269	1272
52888	133	138	1151
52889	105	179	5265
52890	20	55	1226
52891	313	314	1408
52892	40	274	4530
52893	108	201	1428
52894	293	325	6044
52895	321	325	1310
52896	304	325	2193
52897	290	304	5800
52898	41	131	558
52899	292	310	2394
52900	228	249	2562
52901	308	310	4549
52902	297	298	4509
52903	31	167	7048
52904	127	264	3570
52905	300	301	930
52906	101	111	2727
52907	100	137	6424
52908	2	264	394
52909	139	178	406
52910	301	320	5451
52911	62	79	1255
52912	35	269	2538
52913	101	111	3002
52914	191	205	379
52915	20	55	4313
52916	313	314	3726
52917	133	138	2381
52918	40	274	1464
52919	108	201	1361
52920	321	325	6021
52921	14	260	1415
52922	290	304	5857
52923	263	267	6599
52924	292	310	683
52925	228	249	958
52926	70	81	5255
52927	308	310	3360
52928	297	298	4349
52929	31	167	6576
52930	127	264	1274
52931	300	301	961
52932	41	131	3727
52933	49	131	6364
52934	2	264	1830
52935	139	178	2971
52936	301	320	4489
52937	62	79	6052
52938	35	269	1983
52939	110	115	1222
52940	101	111	1510
52941	20	55	5254
52942	313	314	916
52943	40	274	6122
52944	108	201	859
52945	321	325	662
52946	305	325	1578
52947	290	304	777
52948	263	267	1498
52949	292	310	6587
52950	228	249	3494
52951	308	310	6383
52952	296	317	5307
52953	297	298	2608
52954	31	167	1601
52955	127	264	6167
52956	300	301	1634
52957	88	228	6303
52958	41	131	692
52959	40	174	904
52960	133	138	6014
52961	100	137	1350
52962	133	138	1346
52963	50	158	2741
52964	165	254	6388
52965	301	320	2999
52966	43	105	907
52967	108	201	5863
52968	101	111	1706
52969	191	205	1941
52970	313	314	6180
52971	40	274	700
52972	321	325	1572
52973	293	325	929
52974	290	304	2695
52975	304	305	2523
52976	292	310	23
52977	228	249	4238
52978	308	310	6125
52979	296	317	6104
52980	297	298	1390
52981	36	79	5273
52982	127	264	1564
52983	31	167	4995
52984	300	301	2009
52985	88	228	1267
52986	34	88	3489
52987	263	267	533
52988	100	137	1058
52989	50	158	3206
52990	2	264	2043
52991	139	178	6578
52992	301	320	1658
52993	43	105	5975
52994	105	179	468
52995	228	249	4421
52996	99	228	1794
52997	110	115	6569
52998	133	138	1472
52999	20	55	2902
53000	313	314	2066
53001	305	325	2384
53002	21	60	5174
53003	290	304	2375
53004	308	310	2880
53005	296	317	5441
53006	297	298	6246
53007	108	201	2169
53008	31	167	61
53009	100	137	6153
53010	127	264	1031
53011	300	301	544
53012	46	129	4746
53013	317	318	2318
53014	43	132	1186
53015	133	138	7055
53016	50	158	1517
53017	4	159	1652
53018	108	201	13
53019	110	115	7216
53020	2	264	5447
53021	7	251	2831
53022	105	179	2081
53023	313	314	1264
53024	56	226	2918
53025	40	274	5491
53026	14	132	2585
53027	21	60	520
53028	290	304	2099
53029	228	249	1023
53030	178	180	5452
53031	88	228	788
53032	99	228	3414
53033	297	298	7182
53034	31	167	4751
53035	127	264	2762
53036	300	301	4822
53037	41	131	3570
53038	40	174	4779
53039	100	137	53
53040	133	138	1632
53041	50	158	5049
53042	4	162	1424
53043	108	201	2843
53044	2	264	1740
53045	313	314	3337
53046	40	274	4776
53047	14	132	5837
53048	14	260	1883
53049	21	60	6693
53050	290	304	4471
53051	228	249	6113
53052	99	228	2155
53053	297	298	1277
53054	31	167	2102
53055	127	264	4283
53056	300	301	6617
53057	100	137	4563
53058	44	46	1597
53059	2	127	6078
53060	2	264	3600
53061	313	314	5900
53062	4	159	613
53063	4	162	4898
53064	108	201	4201
53065	220	257	5989
53066	7	251	6467
53067	191	205	56
53068	40	274	1361
53069	290	304	4788
53070	19	253	7018
53071	292	308	2886
53072	228	249	4748
53073	99	228	5614
53074	297	298	1182
53075	31	167	3195
53076	127	264	1559
53077	300	301	4603
53078	100	137	5387
53079	44	46	1730
53080	46	101	1380
